Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S05958,20,Female,5,Auditory,9,Yes,97,51,65,Yes,Medium,30,6,D
S05959,19,Male,37,Visual,16,No,80,100,64,No,High,25,9,A
S05960,23,Male,46,Kinesthetic,4,Yes,50,71,53,No,High,16,6,B
S05961,28,Male,24,Visual,5,No,62,89,96,Yes,Medium,10,4,A
S05962,22,Female,25,Kinesthetic,2,Yes,98,47,68,Yes,High,27,10,D
S05963,29,Male,39,Reading/Writing,19,No,59,48,53,Yes,Low,23,5,D
S05964,23,Female,6,Visual,1,No,59,72,64,No,Low,25,8,B
S05965,29,Female,35,Auditory,8,No,88,88,59,Yes,Medium,21,10,A
S05966,21,Male,30,Reading/Writing,17,Yes,99,63,80,Yes,Medium,29,5,C
S05967,21,Female,29,Visual,2,No,100,74,70,Yes,Medium,5,4,B
S05968,18,Female,35,Reading/Writing,3,No,81,64,99,Yes,Medium,9,8,C
S05969,24,Female,33,Kinesthetic,10,No,93,92,83,Yes,Medium,4,8,A
S05970,18,Female,33,Visual,14,Yes,88,67,59,Yes,Low,29,9,C
S05971,19,Male,25,Visual,11,No,99,97,99,Yes,Medium,2,6,A
S05972,27,Female,15,Auditory,15,Yes,83,73,79,Yes,Medium,24,6,B
S05973,18,Female,33,Auditory,18,Yes,76,94,73,Yes,Medium,11,6,A
S05974,24,Female,23,Kinesthetic,9,Yes,61,62,84,Yes,Low,8,4,C
S05975,25,Female,26,Auditory,3,Yes,87,74,72,No,Medium,16,10,B
S05976,20,Female,44,Reading/Writing,6,No,82,93,53,Yes,Low,9,6,A
S05977,20,Female,19,Reading/Writing,2,Yes,76,74,81,Yes,Medium,9,4,B
S05978,23,Female,29,Kinesthetic,12,Yes,84,47,53,Yes,Medium,2,7,D
S05979,19,Female,25,Visual,2,Yes,57,73,79,No,Low,19,4,B
S05980,21,Female,35,Kinesthetic,2,Yes,96,97,85,Yes,Medium,17,4,A
S05981,23,Female,16,Reading/Writing,13,Yes,89,98,80,Yes,Medium,0,8,A
S05982,23,Male,16,Visual,11,No,79,62,90,Yes,Medium,18,9,C
S05983,21,Male,5,Visual,16,No,64,79,70,Yes,Low,18,9,B
S05984,20,Other,30,Visual,15,No,50,44,56,Yes,Low,0,4,D
S05985,29,Female,16,Reading/Writing,19,Yes,61,48,64,No,High,1,10,D
S05986,18,Male,26,Visual,16,Yes,93,74,92,Yes,Medium,19,5,B
S05987,24,Female,15,Visual,0,Yes,62,44,61,Yes,Low,26,6,D
S05988,28,Female,45,Visual,5,Yes,94,56,96,Yes,High,17,7,C
S05989,19,Male,22,Visual,18,No,91,85,76,No,Medium,14,6,A
S05990,18,Other,32,Reading/Writing,5,No,64,77,96,Yes,Medium,23,4,B
S05991,19,Female,7,Visual,0,Yes,76,66,92,Yes,Medium,0,5,C
S05992,28,Other,36,Visual,10,Yes,71,100,67,Yes,Low,22,4,A
S05993,28,Male,25,Auditory,4,Yes,71,97,85,No,Low,10,5,A
S05994,25,Male,7,Auditory,5,Yes,82,41,77,Yes,Low,11,7,D
S05995,21,Male,25,Visual,7,Yes,67,76,75,Yes,Medium,1,4,B
S05996,20,Female,30,Visual,12,No,76,68,77,No,Medium,25,5,C
S05997,18,Male,45,Visual,16,Yes,68,53,93,No,Low,16,7,D
S05998,18,Female,15,Reading/Writing,17,Yes,52,45,51,Yes,Medium,5,4,D
S05999,22,Female,44,Visual,13,No,75,80,69,Yes,Medium,11,6,B
S06000,26,Male,48,Auditory,11,Yes,78,62,86,No,Low,28,7,C
S06001,29,Male,15,Auditory,10,Yes,61,48,99,Yes,Low,9,5,D
S06002,20,Male,49,Visual,15,Yes,81,93,100,Yes,High,14,5,A
S06003,29,Female,29,Reading/Writing,17,Yes,100,71,77,Yes,Low,9,8,B
S06004,22,Female,19,Kinesthetic,20,Yes,91,76,98,Yes,Medium,0,5,B
S06005,25,Female,27,Visual,10,Yes,50,42,52,No,Medium,20,9,D
S06006,26,Female,13,Kinesthetic,4,Yes,53,41,89,Yes,Medium,21,5,D
S06007,22,Male,43,Auditory,11,No,61,94,78,Yes,Medium,1,10,A
S06008,22,Male,25,Visual,16,Yes,68,71,56,Yes,Medium,19,7,B
S06009,25,Male,9,Kinesthetic,14,Yes,89,53,52,Yes,Low,15,4,D
S06010,28,Female,13,Visual,12,Yes,88,99,97,No,High,13,4,A
S06011,19,Male,30,Auditory,2,Yes,59,72,52,Yes,Medium,29,9,B
S06012,18,Female,43,Kinesthetic,16,Yes,88,82,88,Yes,Medium,14,8,B
S06013,25,Female,5,Visual,19,Yes,98,46,72,No,Medium,4,5,D
S06014,28,Male,25,Visual,16,No,53,83,51,Yes,Low,10,5,B
S06015,28,Female,11,Reading/Writing,18,No,58,65,87,Yes,Medium,27,9,C
S06016,23,Male,16,Auditory,3,Yes,95,63,76,No,Medium,14,9,C
S06017,25,Female,12,Kinesthetic,2,No,90,98,71,Yes,Low,3,4,A
S06018,29,Male,46,Reading/Writing,1,Yes,76,64,63,Yes,Medium,22,8,C
S06019,19,Male,49,Kinesthetic,17,No,52,64,53,Yes,Low,22,9,C
S06020,22,Male,39,Kinesthetic,0,No,88,44,66,Yes,High,6,9,D
S06021,29,Male,36,Reading/Writing,18,No,55,67,85,Yes,Low,4,7,C
S06022,25,Female,8,Reading/Writing,0,Yes,92,70,84,No,Medium,24,9,B
S06023,26,Female,23,Visual,20,Yes,72,45,62,No,Medium,1,4,D
S06024,29,Male,36,Visual,15,No,96,72,56,Yes,High,21,8,B
S06025,21,Female,27,Reading/Writing,13,Yes,85,62,75,Yes,Low,22,4,C
S06026,27,Female,12,Reading/Writing,3,Yes,65,55,57,No,High,1,8,C
S06027,29,Male,30,Reading/Writing,7,No,75,44,96,No,Low,4,9,D
S06028,23,Male,35,Visual,8,No,89,66,93,Yes,Medium,10,8,C
S06029,18,Male,7,Reading/Writing,3,Yes,58,91,92,Yes,Medium,4,9,A
S06030,25,Male,10,Reading/Writing,6,No,65,48,70,No,Medium,9,4,D
S06031,20,Male,6,Reading/Writing,0,No,68,73,78,Yes,Medium,1,8,B
S06032,20,Female,26,Kinesthetic,6,Yes,94,79,58,No,Low,1,4,B
S06033,24,Female,29,Kinesthetic,20,Yes,59,54,88,Yes,Medium,4,9,D
S06034,22,Male,36,Reading/Writing,4,Yes,94,87,57,Yes,Medium,26,9,A
S06035,25,Female,32,Kinesthetic,5,Yes,77,53,66,Yes,Medium,4,6,D
S06036,21,Female,16,Reading/Writing,14,Yes,86,73,72,Yes,Medium,2,6,B
S06037,18,Male,48,Auditory,14,No,95,79,79,No,Medium,2,4,B
S06038,27,Male,24,Reading/Writing,2,No,69,43,63,Yes,Medium,28,4,D
S06039,24,Male,37,Visual,13,Yes,53,67,52,Yes,High,27,9,C
S06040,18,Female,28,Reading/Writing,1,No,97,81,50,No,High,14,7,B
S06041,22,Male,31,Reading/Writing,4,No,83,60,74,Yes,Medium,24,6,C
S06042,19,Female,17,Kinesthetic,15,No,64,81,85,Yes,High,30,7,B
S06043,20,Male,27,Visual,17,Yes,80,42,54,No,Medium,16,8,D
S06044,21,Male,19,Visual,13,No,59,85,61,Yes,Medium,8,6,A
S06045,21,Male,11,Visual,8,Yes,72,46,89,No,Low,19,4,D
S06046,29,Female,22,Reading/Writing,4,No,97,41,73,Yes,High,30,5,D
S06047,25,Female,20,Kinesthetic,18,Yes,72,82,61,Yes,Medium,21,10,B
S06048,25,Male,5,Reading/Writing,7,Yes,77,46,78,Yes,Low,4,8,D
S06049,22,Female,31,Kinesthetic,9,Yes,77,87,56,Yes,Medium,12,9,A
S06050,27,Female,27,Kinesthetic,16,No,72,100,94,Yes,High,6,7,A
S06051,29,Male,28,Auditory,3,Yes,100,70,57,No,Low,1,9,B
S06052,22,Female,47,Kinesthetic,12,Yes,90,63,55,No,Low,14,9,C
S06053,26,Female,6,Auditory,7,Yes,96,42,75,Yes,Medium,20,9,D
S06054,20,Male,41,Auditory,8,No,62,64,87,No,High,11,5,C
S06055,22,Female,36,Reading/Writing,4,No,78,85,79,Yes,Medium,15,9,A
S06056,18,Male,25,Auditory,12,Yes,69,55,82,Yes,Medium,19,5,C
S06057,24,Male,28,Reading/Writing,6,No,89,95,71,Yes,Medium,30,10,A
S06058,19,Male,14,Auditory,18,Yes,60,42,71,No,High,19,5,D
S06059,19,Male,12,Auditory,4,Yes,75,56,71,No,Medium,2,4,C
S06060,21,Male,12,Visual,20,Yes,83,99,99,Yes,Medium,14,6,A
S06061,28,Male,5,Kinesthetic,16,No,78,80,99,Yes,Medium,6,9,B
S06062,28,Male,40,Kinesthetic,11,No,57,46,70,Yes,Medium,5,7,D
S06063,24,Male,5,Visual,0,Yes,57,75,90,Yes,Medium,10,5,B
S06064,21,Female,6,Kinesthetic,8,No,92,69,89,No,Medium,17,7,C
S06065,21,Male,11,Kinesthetic,7,Yes,65,67,67,No,Medium,20,6,C
S06066,20,Female,7,Kinesthetic,15,No,75,43,95,No,Low,8,9,D
S06067,28,Male,30,Kinesthetic,15,No,58,76,88,Yes,Low,12,10,B
S06068,24,Female,22,Visual,17,Yes,60,50,93,Yes,Low,4,5,D
S06069,21,Male,25,Visual,17,Yes,75,49,74,Yes,Low,24,7,D
S06070,26,Male,12,Auditory,9,No,54,68,72,Yes,Medium,14,9,C
S06071,21,Female,39,Reading/Writing,4,No,85,92,54,No,High,4,8,A
S06072,27,Female,44,Auditory,15,Yes,94,91,76,No,High,10,7,A
S06073,19,Male,26,Auditory,18,Yes,73,47,90,No,Low,13,6,D
S06074,28,Female,43,Auditory,17,Yes,65,86,97,Yes,Low,7,10,A
S06075,21,Male,33,Kinesthetic,18,No,50,77,67,Yes,Low,30,4,B
S06076,18,Female,41,Visual,16,No,96,49,54,No,Medium,2,5,D
S06077,24,Female,36,Visual,13,Yes,82,44,85,Yes,Low,25,8,D
S06078,19,Female,45,Visual,1,No,61,85,56,Yes,Medium,11,5,A
S06079,20,Other,15,Visual,9,No,74,46,79,No,Low,25,10,D
S06080,19,Male,24,Reading/Writing,4,No,50,97,93,Yes,Medium,12,4,A
S06081,21,Female,35,Reading/Writing,8,Yes,51,53,81,Yes,Medium,27,5,D
S06082,24,Female,26,Visual,18,Yes,85,45,55,Yes,Low,30,4,D
S06083,20,Female,37,Kinesthetic,6,Yes,93,77,83,Yes,Medium,10,8,B
S06084,22,Male,40,Reading/Writing,20,Yes,54,75,67,Yes,High,17,4,B
S06085,21,Male,21,Reading/Writing,16,No,68,72,66,No,Medium,17,8,B
S06086,22,Female,39,Auditory,8,Yes,84,59,52,Yes,Medium,5,8,C
S06087,19,Male,46,Kinesthetic,3,No,93,98,97,Yes,Medium,4,10,A
S06088,23,Male,8,Kinesthetic,17,No,93,100,79,No,Medium,27,4,A
S06089,19,Male,19,Kinesthetic,5,Yes,74,65,98,No,Low,4,10,C
S06090,20,Male,25,Auditory,17,Yes,73,48,91,Yes,Medium,3,4,D
S06091,24,Other,34,Auditory,1,Yes,73,51,84,Yes,Medium,9,6,D
S06092,18,Female,41,Reading/Writing,20,Yes,66,65,82,Yes,Low,27,9,C
S06093,21,Male,25,Kinesthetic,13,No,85,79,75,Yes,Medium,5,10,B
S06094,25,Female,17,Kinesthetic,4,No,91,42,50,Yes,Medium,1,10,D
S06095,27,Male,21,Visual,0,No,87,75,52,Yes,Low,6,5,B
S06096,18,Female,26,Kinesthetic,0,No,50,46,82,Yes,High,30,9,D
S06097,29,Female,39,Auditory,7,Yes,78,79,97,Yes,Medium,26,7,B
S06098,21,Male,10,Kinesthetic,16,Yes,71,90,69,No,Medium,26,6,A
S06099,23,Female,27,Auditory,14,No,55,41,51,No,Medium,20,5,D
S06100,29,Male,15,Visual,4,No,91,41,75,No,High,12,4,D
S06101,27,Female,10,Visual,19,Yes,84,43,50,No,High,26,4,D
S06102,23,Male,20,Kinesthetic,9,Yes,82,98,84,Yes,Low,19,9,A
S06103,29,Male,27,Visual,11,Yes,51,69,86,Yes,Low,22,4,C
S06104,25,Other,17,Reading/Writing,16,Yes,58,69,71,Yes,Medium,1,8,C
S06105,18,Female,36,Auditory,13,Yes,96,88,53,Yes,Medium,17,5,A
S06106,21,Other,20,Visual,19,No,97,41,58,Yes,Low,0,6,D
S06107,20,Female,12,Auditory,15,Yes,50,90,56,Yes,Medium,9,6,A
S06108,25,Female,49,Kinesthetic,3,Yes,84,53,89,No,Medium,13,5,D
S06109,18,Male,28,Reading/Writing,11,Yes,52,83,99,Yes,High,26,4,B
S06110,19,Female,34,Reading/Writing,20,No,94,71,56,No,Medium,14,4,B
S06111,24,Female,31,Reading/Writing,20,Yes,53,49,56,Yes,Medium,3,7,D
S06112,26,Female,48,Kinesthetic,16,Yes,78,49,60,Yes,Medium,2,6,D
S06113,27,Male,22,Auditory,8,Yes,75,46,88,No,High,27,5,D
S06114,26,Female,47,Visual,15,Yes,58,81,71,No,Medium,5,10,B
S06115,19,Female,18,Visual,18,No,65,70,62,Yes,Medium,21,4,B
S06116,28,Female,43,Auditory,12,Yes,78,79,58,Yes,Medium,17,5,B
S06117,18,Female,28,Visual,6,Yes,56,79,72,Yes,Medium,14,6,B
S06118,25,Female,32,Visual,11,Yes,81,80,92,Yes,Medium,22,6,B
S06119,28,Female,29,Visual,15,Yes,88,84,61,No,High,9,9,B
S06120,26,Female,27,Reading/Writing,11,No,51,70,83,Yes,Medium,2,6,B
S06121,24,Female,21,Kinesthetic,19,No,89,59,98,Yes,Medium,10,8,C
S06122,20,Female,47,Kinesthetic,17,No,81,98,83,No,Medium,8,5,A
S06123,18,Female,21,Visual,8,Yes,72,45,85,No,Medium,2,5,D
S06124,23,Female,39,Reading/Writing,11,Yes,71,99,83,Yes,High,30,4,A
S06125,27,Male,25,Reading/Writing,12,No,84,92,67,Yes,High,23,6,A
S06126,29,Male,32,Visual,20,No,79,70,67,No,Low,28,4,B
S06127,28,Other,10,Visual,9,Yes,83,97,52,No,Medium,14,7,A
S06128,25,Female,44,Reading/Writing,10,Yes,100,44,100,Yes,Low,2,5,D
S06129,27,Other,19,Kinesthetic,1,Yes,70,44,63,Yes,Low,17,7,D
S06130,29,Male,32,Visual,6,Yes,51,62,75,No,Medium,0,8,C
S06131,19,Male,33,Reading/Writing,19,No,68,71,83,Yes,High,29,9,B
S06132,25,Male,6,Visual,17,Yes,66,81,96,No,Medium,20,10,B
S06133,20,Female,40,Auditory,10,Yes,73,97,53,Yes,Medium,11,10,A
S06134,26,Male,49,Kinesthetic,20,Yes,66,79,68,Yes,Medium,6,9,B
S06135,18,Male,17,Reading/Writing,9,Yes,61,88,61,Yes,High,1,5,A
S06136,25,Male,32,Reading/Writing,7,Yes,99,50,98,Yes,Medium,10,4,D
S06137,21,Female,5,Visual,17,Yes,93,59,94,No,Medium,16,5,C
S06138,26,Female,39,Kinesthetic,3,Yes,62,86,74,Yes,Medium,5,4,A
S06139,27,Male,48,Visual,16,Yes,58,70,85,No,High,26,9,B
S06140,20,Male,43,Auditory,20,Yes,74,69,99,No,Medium,2,5,C
S06141,21,Male,25,Kinesthetic,6,No,80,49,97,Yes,Medium,24,6,D
S06142,27,Female,21,Visual,17,No,67,73,76,Yes,Medium,17,4,B
S06143,27,Male,8,Auditory,14,Yes,61,58,69,No,Medium,24,5,C
S06144,22,Female,9,Kinesthetic,1,Yes,72,48,89,Yes,Low,29,6,D
S06145,19,Female,9,Visual,12,No,91,57,65,Yes,Medium,30,6,C
S06146,26,Male,37,Kinesthetic,15,Yes,84,51,64,Yes,Medium,27,7,D
S06147,25,Female,48,Reading/Writing,15,Yes,68,85,72,No,Low,24,6,A
S06148,20,Male,13,Kinesthetic,15,No,76,96,99,Yes,High,28,7,A
S06149,26,Female,10,Reading/Writing,1,Yes,51,57,95,Yes,Medium,13,10,C
S06150,28,Male,27,Reading/Writing,20,No,84,61,74,Yes,High,4,8,C
S06151,27,Male,24,Kinesthetic,12,Yes,52,95,63,Yes,Low,9,6,A
S06152,18,Male,16,Reading/Writing,20,No,78,45,57,No,Medium,8,7,D
S06153,29,Male,24,Reading/Writing,13,Yes,78,61,68,Yes,Low,13,6,C
S06154,20,Male,29,Reading/Writing,19,No,92,76,52,Yes,Medium,14,8,B
S06155,18,Female,48,Reading/Writing,5,Yes,71,84,81,Yes,Medium,20,9,B
S06156,23,Male,39,Reading/Writing,12,Yes,58,88,92,Yes,Low,9,10,A
S06157,26,Male,33,Reading/Writing,15,No,51,76,68,Yes,Medium,23,9,B
S06158,25,Female,41,Auditory,2,Yes,60,55,84,Yes,Low,21,7,C
S06159,26,Other,17,Kinesthetic,16,Yes,100,97,55,No,High,19,9,A
S06160,28,Female,17,Auditory,1,Yes,79,91,57,Yes,Medium,28,9,A
S06161,23,Female,31,Visual,11,Yes,54,96,51,Yes,Low,21,4,A
S06162,27,Female,6,Reading/Writing,2,Yes,86,69,63,No,Medium,24,7,C
S06163,28,Female,28,Visual,7,Yes,77,75,68,Yes,Low,12,10,B
S06164,22,Female,18,Visual,18,No,92,99,83,No,Medium,3,8,A
S06165,26,Male,47,Visual,7,No,65,44,92,No,Medium,28,8,D
S06166,21,Female,11,Auditory,1,Yes,70,97,65,Yes,Medium,16,4,A
S06167,23,Male,34,Auditory,1,Yes,94,43,67,Yes,Low,6,4,D
S06168,22,Male,20,Visual,9,No,59,55,76,Yes,Low,23,10,C
S06169,24,Male,39,Kinesthetic,1,Yes,62,85,92,Yes,Medium,30,5,A
S06170,21,Female,26,Reading/Writing,14,No,74,75,95,No,High,4,4,B
S06171,23,Female,43,Visual,12,No,72,62,54,Yes,High,30,10,C
S06172,27,Male,48,Kinesthetic,7,Yes,82,53,63,Yes,Low,0,8,D
S06173,20,Male,25,Visual,0,No,57,70,67,Yes,Medium,17,10,B
S06174,23,Female,49,Kinesthetic,15,No,81,74,68,Yes,High,21,7,B
S06175,18,Female,47,Visual,3,Yes,83,54,51,Yes,Medium,28,10,D
S06176,24,Male,47,Auditory,11,No,57,73,59,Yes,Medium,28,6,B
S06177,29,Female,14,Kinesthetic,15,Yes,78,82,67,Yes,High,22,5,B
S06178,25,Male,30,Reading/Writing,12,Yes,65,84,84,Yes,Medium,9,5,B
S06179,25,Other,37,Reading/Writing,11,Yes,88,75,84,Yes,Medium,3,6,B
S06180,22,Male,16,Kinesthetic,7,No,64,73,71,Yes,Medium,3,6,B
S06181,29,Male,18,Visual,12,Yes,92,98,51,Yes,Low,9,10,A
S06182,29,Female,25,Reading/Writing,2,Yes,100,85,88,Yes,Medium,9,8,A
S06183,23,Female,16,Visual,8,Yes,78,64,54,Yes,Medium,28,7,C
S06184,22,Female,10,Kinesthetic,4,No,74,74,58,Yes,Medium,8,8,B
S06185,29,Male,23,Visual,14,Yes,77,42,65,No,Low,4,10,D
S06186,21,Male,31,Visual,0,Yes,91,61,91,No,Medium,0,4,C
S06187,18,Male,8,Kinesthetic,4,No,68,48,67,Yes,High,1,7,D
S06188,28,Female,9,Auditory,19,Yes,79,65,87,Yes,Low,2,9,C
S06189,19,Male,24,Reading/Writing,5,Yes,96,74,77,Yes,Low,10,9,B
S06190,28,Male,37,Kinesthetic,8,Yes,93,99,92,Yes,Low,18,10,A
S06191,21,Female,41,Reading/Writing,17,Yes,82,51,96,Yes,Medium,3,7,D
S06192,27,Male,13,Auditory,18,Yes,79,68,85,No,Medium,3,8,C
S06193,23,Female,15,Reading/Writing,11,Yes,92,99,54,Yes,Medium,10,9,A
S06194,19,Female,35,Kinesthetic,7,Yes,86,69,90,Yes,Low,7,4,C
S06195,21,Female,33,Auditory,17,No,90,43,55,Yes,Medium,30,9,D
S06196,26,Female,45,Auditory,17,No,74,74,92,No,Medium,4,9,B
S06197,25,Male,19,Kinesthetic,11,No,64,96,96,Yes,Low,6,10,A
S06198,27,Male,49,Reading/Writing,17,No,61,40,80,Yes,Medium,1,7,D
S06199,18,Male,8,Visual,11,Yes,65,66,68,Yes,Low,10,8,C
S06200,26,Male,49,Auditory,12,Yes,57,90,80,No,Low,27,8,A
S06201,22,Male,20,Reading/Writing,13,No,72,55,75,No,Medium,14,8,C
S06202,21,Male,42,Visual,3,Yes,93,80,52,Yes,High,12,8,B
S06203,26,Male,19,Visual,6,No,85,50,50,Yes,High,6,10,D
S06204,23,Female,9,Visual,14,Yes,68,93,57,Yes,High,1,6,A
S06205,28,Male,20,Auditory,8,No,92,76,59,Yes,Medium,2,10,B
S06206,22,Male,31,Reading/Writing,18,No,54,66,82,Yes,Low,26,4,C
S06207,27,Female,11,Kinesthetic,2,No,85,95,73,Yes,High,20,6,A
S06208,25,Female,26,Reading/Writing,7,No,55,60,68,Yes,High,7,5,C
S06209,23,Female,22,Reading/Writing,0,Yes,65,56,69,No,Medium,20,5,C
S06210,19,Female,17,Auditory,8,Yes,95,79,74,Yes,High,17,8,B
S06211,24,Male,16,Visual,10,No,89,69,52,Yes,Low,26,10,C
S06212,19,Male,24,Kinesthetic,17,No,80,60,96,Yes,Medium,2,10,C
S06213,22,Male,45,Reading/Writing,12,No,50,51,92,Yes,High,16,9,D
S06214,25,Female,26,Kinesthetic,9,Yes,100,72,81,No,Medium,24,7,B
S06215,26,Female,32,Auditory,5,Yes,77,67,59,Yes,Medium,29,7,C
S06216,29,Male,26,Reading/Writing,17,Yes,89,89,54,Yes,High,8,6,A
S06217,28,Female,32,Kinesthetic,2,No,72,71,59,No,Low,17,8,B
S06218,19,Female,15,Auditory,5,Yes,66,88,60,Yes,Low,1,4,A
S06219,18,Female,14,Auditory,14,Yes,90,75,90,Yes,Medium,6,5,B
S06220,29,Female,7,Visual,17,Yes,61,72,100,Yes,Medium,17,4,B
S06221,23,Male,21,Visual,20,Yes,73,47,77,No,Medium,12,10,D
S06222,21,Female,39,Visual,15,Yes,95,100,86,Yes,Medium,21,6,A
S06223,21,Male,36,Reading/Writing,6,Yes,67,61,68,Yes,Medium,26,5,C
S06224,18,Male,16,Reading/Writing,16,Yes,62,64,69,Yes,Medium,5,10,C
S06225,18,Female,45,Reading/Writing,2,Yes,59,52,100,Yes,Medium,2,8,D
S06226,29,Male,6,Kinesthetic,6,Yes,69,45,99,Yes,Low,13,8,D
S06227,18,Female,46,Visual,10,No,57,73,92,Yes,Medium,29,9,B
S06228,18,Male,18,Kinesthetic,4,Yes,90,70,54,Yes,High,26,4,B
S06229,22,Male,37,Reading/Writing,0,Yes,84,41,82,Yes,Medium,4,4,D
S06230,25,Male,13,Auditory,9,No,88,54,68,Yes,Low,25,7,D
S06231,26,Female,45,Reading/Writing,9,Yes,97,62,68,Yes,Medium,22,8,C
S06232,27,Male,5,Visual,16,No,92,78,96,No,Low,17,10,B
S06233,19,Female,31,Auditory,14,Yes,91,80,80,Yes,Medium,2,7,B
S06234,26,Male,40,Visual,9,Yes,91,75,86,Yes,Medium,11,5,B
S06235,20,Female,14,Auditory,2,Yes,94,86,97,Yes,High,18,8,A
S06236,26,Male,37,Kinesthetic,7,No,86,59,60,Yes,Medium,29,4,C
S06237,19,Male,26,Visual,20,Yes,98,49,76,No,Low,18,4,D
S06238,28,Male,33,Kinesthetic,10,Yes,52,79,73,Yes,Low,4,9,B
S06239,28,Male,5,Reading/Writing,18,Yes,76,69,97,Yes,Medium,18,7,C
S06240,18,Female,41,Kinesthetic,18,No,57,64,89,Yes,Medium,27,5,C
S06241,21,Male,42,Reading/Writing,5,Yes,67,89,60,Yes,Medium,1,5,A
S06242,19,Female,31,Auditory,18,No,55,56,53,Yes,Medium,17,7,C
S06243,26,Female,12,Reading/Writing,17,Yes,79,86,75,Yes,Medium,23,8,A
S06244,28,Female,20,Kinesthetic,15,Yes,82,62,60,Yes,Medium,24,5,C
S06245,24,Male,32,Visual,5,Yes,74,78,78,Yes,Low,1,10,B
S06246,24,Female,33,Visual,16,Yes,97,91,71,Yes,High,5,6,A
S06247,27,Male,26,Reading/Writing,14,Yes,82,97,62,No,High,20,4,A
S06248,22,Male,48,Reading/Writing,19,No,93,96,91,Yes,Low,1,8,A
S06249,25,Female,18,Reading/Writing,19,Yes,75,42,82,Yes,Medium,0,6,D
S06250,25,Female,36,Auditory,13,Yes,77,72,92,Yes,Medium,12,5,B
S06251,25,Female,5,Visual,0,No,99,96,51,Yes,Medium,23,7,A
S06252,19,Male,47,Auditory,17,Yes,90,86,68,Yes,Medium,16,8,A
S06253,29,Female,17,Kinesthetic,1,Yes,66,94,95,No,Medium,20,4,A
S06254,24,Female,23,Kinesthetic,15,No,62,94,93,Yes,Medium,4,4,A
S06255,26,Other,11,Auditory,0,Yes,100,78,93,Yes,High,24,7,B
S06256,18,Female,16,Reading/Writing,0,No,71,55,64,No,Low,22,8,C
S06257,28,Male,49,Kinesthetic,13,Yes,88,73,73,Yes,High,4,10,B
S06258,18,Male,8,Reading/Writing,14,Yes,58,88,77,No,Medium,2,8,A
S06259,23,Female,46,Kinesthetic,9,No,69,93,78,Yes,Medium,17,4,A
S06260,29,Male,30,Reading/Writing,18,No,51,49,88,Yes,High,20,8,D
S06261,18,Female,23,Visual,19,Yes,57,54,79,Yes,Low,27,10,D
S06262,24,Female,27,Kinesthetic,16,Yes,83,73,81,Yes,High,28,8,B
S06263,24,Male,33,Reading/Writing,19,No,74,82,87,No,Medium,16,5,B
S06264,23,Female,49,Kinesthetic,16,Yes,98,95,69,No,Low,9,4,A
S06265,29,Female,16,Reading/Writing,18,No,66,89,95,No,Low,26,7,A
S06266,22,Female,6,Reading/Writing,16,Yes,55,74,96,Yes,Medium,13,5,B
S06267,29,Female,40,Reading/Writing,15,Yes,73,68,76,Yes,Low,28,9,C
S06268,25,Female,13,Visual,5,No,66,92,68,Yes,Medium,23,9,A
S06269,24,Female,30,Reading/Writing,8,No,94,97,84,Yes,Medium,3,4,A
S06270,25,Male,28,Visual,15,Yes,62,48,95,Yes,Medium,12,6,D
S06271,18,Male,31,Auditory,7,Yes,89,94,93,No,Low,0,7,A
S06272,29,Female,47,Kinesthetic,14,Yes,60,50,79,Yes,Low,12,6,D
S06273,25,Female,23,Kinesthetic,11,Yes,98,61,60,Yes,Medium,29,5,C
S06274,21,Female,10,Auditory,9,Yes,80,41,72,No,Medium,0,4,D
S06275,20,Female,11,Auditory,4,No,98,69,50,Yes,Medium,8,5,C
S06276,27,Male,26,Kinesthetic,19,No,67,93,83,Yes,Low,10,7,A
S06277,26,Female,5,Auditory,20,No,80,66,53,Yes,Low,4,7,C
S06278,28,Female,26,Kinesthetic,19,Yes,80,77,73,Yes,Medium,5,8,B
S06279,24,Male,16,Auditory,8,Yes,51,82,64,Yes,High,29,10,B
S06280,20,Male,40,Kinesthetic,4,Yes,77,72,53,Yes,Medium,4,7,B
S06281,24,Male,17,Visual,5,Yes,53,47,76,No,High,10,9,D
S06282,25,Male,37,Reading/Writing,5,No,91,77,92,No,Medium,0,9,B
S06283,22,Male,22,Visual,7,Yes,95,82,99,No,Medium,28,10,B
S06284,29,Male,12,Reading/Writing,6,No,58,68,68,Yes,High,3,10,C
S06285,19,Female,30,Visual,5,No,66,75,84,No,Low,7,8,B
S06286,23,Female,8,Kinesthetic,17,No,92,91,58,Yes,Low,29,9,A
S06287,25,Male,32,Visual,4,Yes,53,41,90,Yes,Medium,21,5,D
S06288,28,Male,14,Reading/Writing,9,No,57,79,93,No,Low,13,7,B
S06289,27,Other,44,Auditory,16,No,79,67,87,Yes,Low,16,5,C
S06290,22,Male,7,Reading/Writing,13,No,80,92,98,Yes,Medium,0,7,A
S06291,29,Male,6,Reading/Writing,6,No,75,45,53,Yes,Medium,2,10,D
